Gender,Ethnicity,EEO4 Description,EEOP Job Group Description,Department  ,EEO Function,Age,Employment Status
Female,Asian,Administrative Support,Administrative Support,DEPT OF PLANNING & DEVELOPMT,Community Development,60 - 69,Classified  Permanent
Female,White,Technicians,Technicians,DEPT OF PLANNING & DEVELOPMT,Community Development,60 - 69,Classified  Permanent
Female,White,Professionals,Professionals,DEPT OF PLANNING & DEVELOPMT,Community Development,60 - 69,Classified  Permanent
Female,Not Applicable,Professionals,Professionals,DEPT OF PLANNING & DEVELOPMT,Community Development,60 - 69,Unclassified Extra Help
Female,White,Professionals,Officials and Adminstrators,DEPT OF PLANNING & DEVELOPMT,Community Development,60 - 69,Unclassified Extra Help
Male,Asian,Administrative Support,Administrative Support,DEPT OF TAX AND COLLECTIONS,Financial Administration,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,DISTRICT ATTORNEY,Financial Administration,60 - 69,Classified  Permanent
Female,White,Administrative Support,Administrative Support,DISTRICT ATTORNEY,Financial Administration,60 - 69,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,DISTRICT ATTORNEY,Financial Administration,60 - 69,Classified  Permanent
Female,Not Applicable,Administrative Support,Administrative Support,DISTRICT ATTORNEY,Financial Administration,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Paraprofessionals,Administrative Support,DISTRICT ATTORNEY,Financial Administration,60 - 69,Classified  Permanent
Female,Asian,Paraprofessionals,Administrative Support,DISTRICT ATTORNEY,Financial Administration,60 - 69,Classified  Permanent
Male,Hispanic/Latino,Protective Service Workers,Protective Services - Sworn,DISTRICT ATTORNEY,Financial Administration,60 - 69,Classified  Permanent
Male,Hispanic/Latino,Protective Service Workers,Protective Services - Sworn,DISTRICT ATTORNEY,Financial Administration,60 - 69,Classified  Permanent
Male,Two or More Races,Protective Service Workers,Protective Services - Sworn,DISTRICT ATTORNEY,Financial Administration,60 - 69,Classified  Permanent
Male,White,Professionals,Administrative Support,DISTRICT ATTORNEY,Financial Administration,60 - 69,Classified  Permanent
Male,White,Officials and Administrators,Officials and Adminstrators,DISTRICT ATTORNEY,Financial Administration,60 - 69,Executive Management
Female,Hispanic/Latino,Administrative Support,Administrative Support,EMPLOYEE SERVICES AGENCY,Financial Administration,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,EMPLOYEE SERVICES AGENCY,Financial Administration,60 - 69,Classified  Permanent
Male,Asian,Service Maintenance,Service Maintenance,FACILITIES AND FLEET,Financial Administration,60 - 69,Classified  Permanent
Male,Hispanic/Latino,Service Maintenance,Service Maintenance,FACILITIES AND FLEET,Financial Administration,60 - 69,Classified  Permanent
Male,White,Skilled Craft Workers,Skilled Craft,FACILITIES AND FLEET,Financial Administration,60 - 69,Classified Probationary
Female,White,Professionals,Professionals,FACILITIES AND FLEET,Financial Administration,60 - 69,Unclassified Extra Help
Male,Not Applicable,Service Maintenance,Administrative Support,FACILITIES AND FLEET,Financial Administration,60 - 69,Classified  Permanent
Male,Not Applicable,Skilled Craft Workers,Skilled Craft,FACILITIES AND FLEET,Financial Administration,60 - 69,Classified  Permanent
Male,Asian,Administrative Support,Administrative Support,PROBATION,Corrections,60 - 69,Classified  Permanent
Male,White,Administrative Support,Administrative Support,PROBATION,Corrections,60 - 69,Classified  Permanent
Male,Asian,Service Maintenance,Service Maintenance,PROBATION,Corrections,60 - 69,Classified  Permanent
Female,White,Protective Service Workers,Protective Services - Sworn,PROBATION,Corrections,60 - 69,Classified  Permanent
Male,Black/African American,Protective Service Workers,Protective Services - Sworn,PROBATION,Corrections,60 - 69,Classified  Permanent
Male,Asian,Professionals,Professionals,PROCUREMENT,Financial Administration,60 - 69,Unclassified  Benefits
Female,Not Applicable,Professionals,Professionals,PROCUREMENT,Financial Administration,60 - 69,Classified  Permanent
Female,White,Paraprofessionals,Administrative Support,PUBLIC DEFENDER,Financial Administration,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Paraprofessionals,Administrative Support,PUBLIC DEFENDER,Financial Administration,60 - 69,Classified  Permanent
Female,Black/African American,Paraprofessionals,Administrative Support,PUBLIC DEFENDER,Financial Administration,60 - 69,Classified  Permanent
Male,White,Professionals,Professionals,PUBLIC DEFENDER,Financial Administration,60 - 69,Classified  Permanent
Female,Asian,Paraprofessionals,Administrative Support,PUBLIC HEALTH,Health,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Paraprofessionals,Administrative Support,PUBLIC HEALTH,Health,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Paraprofessionals,Administrative Support,PUBLIC HEALTH,Health,60 - 69,Classified  Permanent
Male,Black/African American,Paraprofessionals,Service Maintenance,PUBLIC HEALTH,Health,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Paraprofessionals,Administrative Support,PUBLIC HEALTH,Health,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,PUBLIC HEALTH,Health,60 - 69,Classified  Permanent
Female,White,Professionals,Professionals,PUBLIC HEALTH,Health,60 - 69,Classified  Permanent
Female,White,Professionals,Professionals,PUBLIC HEALTH,Health,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Professionals,Administrative Support,PUBLIC HEALTH,Health,60 - 69,Classified Probationary
Female,White,Professionals,Professionals,PUBLIC HEALTH,Health,60 - 69,Classified  Permanent
Female,White,Officials and Administrators,Officials and Adminstrators,PUBLIC HEALTH,Health,60 - 69,Classified  Permanent
Female,Not Applicable,Administrative Support,Administrative Support,REGISTRAR OF VOTERS,Other,60 - 69,Unclassified Extra Help
Female,Not Applicable,Administrative Support,Administrative Support,REGISTRAR OF VOTERS,Other,60 - 69,Unclassified Extra Help
Male,Not Applicable,Administrative Support,Administrative Support,REGISTRAR OF VOTERS,Other,60 - 69,Unclassified Extra Help
Female,Not Applicable,Administrative Support,Administrative Support,REGISTRAR OF VOTERS,Other,60 - 69,Unclassified Extra Help
Female,Not Applicable,Administrative Support,Administrative Support,REGISTRAR OF VOTERS,Other,60 - 69,Unclassified Extra Help
Male,Not Applicable,Service Maintenance,Administrative Support,REGISTRAR OF VOTERS,Other,60 - 69,Unclassified Extra Help
Female,Black/African American,Professionals,Officials and Adminstrators,RISK MANAGEMENT,Financial Administration,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Professionals,Officials and Adminstrators,RISK MANAGEMENT,Financial Administration,60 - 69,Classified Probationary
Female,Not Applicable,Administrative Support,Administrative Support,ROADS AND AIRPORTS,Streets and Highways,60 - 69,Classified  Permanent
Male,White,Service Maintenance,Technicians,ROADS AND AIRPORTS,Streets and Highways,60 - 69,Classified  Permanent
Male,Hispanic/Latino,Service Maintenance,Skilled Craft,ROADS AND AIRPORTS,Streets and Highways,60 - 69,Classified  Permanent
Male,White,Service Maintenance,Skilled Craft,ROADS AND AIRPORTS,Streets and Highways,60 - 69,Classified  Permanent
Male,Not Applicable,Service Maintenance,Skilled Craft,ROADS AND AIRPORTS,Streets and Highways,60 - 69,Classified  Permanent
Male,White,Professionals,Professionals,ROADS AND AIRPORTS,Streets and Highways,60 - 69,Classified  Permanent
Male,White,Administrative Support,Administrative Support,SHERIFF SERVICES,Police Protection,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SHERIFF SERVICES,Police Protection,60 - 69,Classified  Permanent
Male,White,Protective Service Workers,Protective Services - Sworn,SHERIFF SERVICES,Police Protection,60 - 69,Sheriff Reserve Officer
Male,White,Protective Service Workers,Protective Services - Sworn,SHERIFF SERVICES,Police Protection,60 - 69,Sheriff Reserve Officer
Male,White,Protective Service Workers,Protective Services-Non Sworn,SHERIFF SERVICES,Police Protection,60 - 69,Classified  Permanent
Male,Not Applicable,Protective Service Workers,Protective Services - Sworn,SHERIFF SERVICES,Police Protection,60 - 69,Unclassified Extra Help
Male,Hispanic/Latino,Protective Service Workers,Protective Services - Sworn,SHERIFF SERVICES,Police Protection,60 - 69,Sheriff Reserve Officer
Male,Hispanic/Latino,Protective Service Workers,Protective Services - Sworn,SHERIFF SERVICES,Police Protection,60 - 69,Unclassified Extra Help
Male,White,Protective Service Workers,Protective Services - Sworn,SHERIFF SERVICES,Police Protection,60 - 69,Unclassified Extra Help
Male,White,Protective Service Workers,Protective Services - Sworn,SHERIFF SERVICES,Police Protection,60 - 69,Unclassified Extra Help
Male,White,Protective Service Workers,Protective Services - Sworn,SHERIFF SERVICES,Police Protection,60 - 69,Unclassified Extra Help
Male,White,Professionals,Professionals,SHERIFF SERVICES,Police Protection,60 - 69,Unclassified Extra Help
Female,White,Protective Service Workers,Protective Services - Sworn,SHERIFF-DOC CONTRACT,Corrections,60 - 69,Unclassified Extra Help
Female,Hispanic/Latino,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Male,Black/African American,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,White,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Male,Hispanic/Latino,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Black/African American,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,White,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,White,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Male,Asian,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,White,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Not Applicable,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Male,Asian,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Male,White,Paraprofessionals,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Male,Hispanic/Latino,Protective Service Workers,Protective Services-Non Sworn,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Male,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Black/African American,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Male,Asian,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Black/African American,Professionals,Officials and Adminstrators,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Male,White,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Male,Black/African American,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,White,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Hispanic/Latino,No EEO-4 Reporting,Professionals,BOARD OF SUPERVISORS,Financial Administration,60 - 69,Unclassified  Benefits
Female,White,No EEO-4 Reporting,Professionals,BOARD OF SUPERVISORS,Financial Administration,60 - 69,Unclassified  Benefits
Male,White,No EEO-4 Reporting,No EEO-4 Reporting,BOARD OF SUPERVISORS,Financial Administration,60 - 69,Executive Management
Male,Not Applicable,No EEO-4 Reporting,Professionals,BOARD OF SUPERVISORS,Financial Administration,60 - 69,Unclassified  Benefits
Female,Two or More Races,Professionals,Professionals,VALLEY HEALTH PLAN,Health,60 - 69,Classified  Permanent
Female,Not Applicable,Professionals,Officials and Adminstrators,VALLEY HEALTH PLAN,Health,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Black/African American,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Asian,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified Probationary
Male,Black/African American,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Black/African American,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Unclassified Extra Help
Male,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Asian,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Unclassified Extra Help
Male,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Not Applicable,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified Probationary
Male,Hispanic/Latino,Service Maintenance,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
